customer_id,first_name,last_name,email,street,city,state,local,zip_code,Extraction_Date_Time,Source
199,Clelia,Workman,clelia.workman@yahoo.com,620 North Somerset St. ,New Windsor,NY,False,12553,2024-05-03 23:35:20.819551,DL
200,Ashely,Holmes,ashely.holmes@aol.com,45 High Ridge Ave. ,Farmingdale,NY,False,11735,2024-05-03 23:35:20.819551,DL
201,Candis,Harding,candis.harding@gmail.com,33 NW. Cambridge Ave. ,Ballston Spa,NY,False,12020,2024-05-03 23:35:20.819551,DL
202,Marni,Bolton,marni.bolton@msn.com,7469 Plymouth Ave. ,Lancaster,NY,False,14086,2024-05-03 23:35:20.819551,DL
203,Minerva,Decker,minerva.decker@yahoo.com,794 Greenrose Street ,Houston,TX,False,77016,2024-05-03 23:35:20.819551,DL
204,Alpha,King,alpha.king@hotmail.com,14 Henry Smith St. ,Rockville Centre,NY,False,11570,2024-05-03 23:35:20.819551,DL
205,Harris,Pittman,harris.pittman@yahoo.com,404 Cherry Hill Road ,Jamaica,NY,False,11432,2024-05-03 23:35:20.819551,DL
206,Stephaine,Riddle,stephaine.riddle@hotmail.com,199 Vermont Court ,Brooklyn,NY,False,11201,2024-05-03 23:35:20.819551,DL
207,Michel,Blankenship,michel.blankenship@msn.com,382 West Hill Dr. ,Forney,TX,False,75126,2024-05-03 23:35:20.819551,DL
208,Denis,Logan,denis.logan@msn.com,121 Rockcrest Street ,Ridgecrest,CA,False,93555,2024-05-03 23:35:20.819551,DL
209,Jutta,Everett,jutta.everett@gmail.com,27 Taylor Ave. ,Selden,NY,False,11784,2024-05-03 23:35:20.819551,DL
210,Priscilla,Wilkins,priscilla.wilkins@aol.com,653 Pawnee Rd. ,Albany,NY,False,12203,2024-05-03 23:35:20.819551,DL
211,Gilma,Dejesus,gilma.dejesus@yahoo.com,777 Thompson Ave. ,Scarsdale,NY,False,10583,2024-05-03 23:35:20.819551,DL
212,Buford,Bridges,buford.bridges@msn.com,239 Oak Valley Court ,Troy,NY,False,12180,2024-05-03 23:35:20.819551,DL
213,Elenore,Hensley,elenore.hensley@hotmail.com,7037 Aspen St. ,Hamburg,NY,False,14075,2024-05-03 23:35:20.819551,DL
214,Ross,Pugh,ross.pugh@msn.com,8598 Saxon St. ,North Tonawanda,NY,False,14120,2024-05-03 23:35:20.819551,DL
215,Judith,Finley,judith.finley@hotmail.com,474 West Bank Road ,Whitestone,NY,False,11357,2024-05-03 23:35:20.819551,DL
216,Wai,Soto,wai.soto@msn.com,30 Arch Drive ,Bethpage,NY,False,11714,2024-05-03 23:35:20.819551,DL
217,Carline,Collier,carline.collier@msn.com,28 Trenton Lane ,Fresno,CA,False,93706,2024-05-03 23:35:20.819551,DL
218,Casey,Gill,casey.gill@gmail.com,636 Prospect Avenue ,Port Washington,NY,False,11050,2024-05-03 23:35:20.819551,DL
219,Darcie,Morgan,darcie.morgan@aol.com,476 East Adams Ave. ,Oceanside,NY,False,11572,2024-05-03 23:35:20.819551,DL
220,Lucio,Sherman,lucio.sherman@gmail.com,842 Corona Ave. ,Smithtown,NY,False,11787,2024-05-03 23:35:20.819551,DL
221,Clementine,Mooney,clementine.mooney@yahoo.com,678 Charles Court ,Mcallen,TX,False,78501,2024-05-03 23:35:20.819551,DL
222,Anya,Contreras,anya.contreras@msn.com,38 Old Fairground St. ,East Northport,NY,False,11731,2024-05-03 23:35:20.819551,DL
223,Scarlet,Yates,scarlet.yates@hotmail.com,687 Shirley St. ,Patchogue,NY,False,11772,2024-05-03 23:35:20.819551,DL
224,Moses,Pope,moses.pope@yahoo.com,654 Theatre Street ,Lawndale,CA,False,90260,2024-05-03 23:35:20.819551,DL
225,Barbera,Riggs,barbera.riggs@aol.com,12 Gartner Drive ,Plainview,NY,False,11803,2024-05-03 23:35:20.819551,DL
226,Kiana,Rivera,kiana.rivera@gmail.com,9 Sheffield Dr. ,Richmond Hill,NY,False,11418,2024-05-03 23:35:20.819551,DL
227,Danielle,Bond,danielle.bond@msn.com,8589 Shub Farm Street ,Patchogue,NY,False,11772,2024-05-03 23:35:20.819551,DL
228,Whitney,Estes,whitney.estes@gmail.com,454 Bear Hill Street ,Brentwood,NY,False,11717,2024-05-03 23:35:20.819551,DL
229,Molly,Langley,molly.langley@aol.com,63 Bridgeton Street ,Holbrook,NY,False,11741,2024-05-03 23:35:20.819551,DL
230,Chelsey,Hardin,chelsey.hardin@hotmail.com,13 Brickyard Street ,Deer Park,NY,False,11729,2024-05-03 23:35:20.819551,DL
231,Jenee,Rasmussen,jenee.rasmussen@hotmail.com,19 George Lane ,Sacramento,CA,False,95820,2024-05-03 23:35:20.819551,DL
232,Freddie,Mathis,freddie.mathis@hotmail.com,31 Shady St. ,Euless,TX,False,76039,2024-05-03 23:35:20.819551,DL
233,Mariana,Strong,mariana.strong@msn.com,972 Dunbar Dr. ,Santa Clara,CA,False,95050,2024-05-03 23:35:20.819551,DL
234,Winfred,Harris,winfred.harris@msn.com,734 Glen Eagles St. ,East Meadow,NY,False,11554,2024-05-03 23:35:20.819551,DL
235,Jeromy,Elliott,jeromy.elliott@gmail.com,7112 Laurel Street ,Bay Shore,NY,False,11706,2024-05-03 23:35:20.819551,DL
236,Verona,O'neill,verona.o'neill@hotmail.com,8279 W. Sussex St. ,Selden,NY,False,11784,2024-05-03 23:35:20.819551,DL
237,Elvera,Peck,elvera.peck@yahoo.com,759 Lakewood Street ,Banning,CA,False,92220,2024-05-03 23:35:20.819551,DL
238,Cindi,Larson,cindi.larson@msn.com,896 Golden Star Rd. ,Howard Beach,NY,False,11414,2024-05-03 23:35:20.819551,DL
239,Felice,Guzman,felice.guzman@hotmail.com,7 Creekside Lane ,Canyon Country,CA,False,91387,2024-05-03 23:35:20.819551,DL
240,Le,Deleon,le.deleon@msn.com,58 Clark Court ,Banning,CA,False,92220,2024-05-03 23:35:20.819551,DL
241,Manie,Sanchez,manie.sanchez@hotmail.com,471 Illinois Ave. ,Queensbury,NY,False,12804,2024-05-03 23:35:20.819551,DL
242,Rutha,Howell,rutha.howell@gmail.com,9247 Jones Street ,Canyon Country,CA,False,91387,2024-05-03 23:35:20.819551,DL
243,Natosha,Rowland,natosha.rowland@aol.com,51 Elmwood St. ,Ballston Spa,NY,False,12020,2024-05-03 23:35:20.819551,DL
244,Jessika,Bray,jessika.bray@yahoo.com,37 East Greystone St. ,San Pablo,CA,False,94806,2024-05-03 23:35:20.819551,DL
245,Delila,Hamilton,delila.hamilton@yahoo.com,7451 East James Ave. ,Palos Verdes Peninsula,CA,False,90274,2024-05-03 23:35:20.819551,DL
246,Dionne,Norris,dionne.norris@yahoo.com,9993 Greenview Circle ,Niagara Falls,NY,False,14304,2024-05-03 23:35:20.819551,DL
247,Muriel,Juarez,muriel.juarez@gmail.com,8073 Cemetery Drive ,Palos Verdes Peninsula,CA,False,90274,2024-05-03 23:35:20.819551,DL
248,Cecelia,Gill,cecelia.gill@aol.com,372 Silver Spear Dr. ,Mcallen,TX,False,78501,2024-05-03 23:35:20.819551,DL
249,Magda,Eaton,magda.eaton@aol.com,860 Middle River Street ,Ossining,NY,False,10562,2024-05-03 23:35:20.819551,DL
250,Ivonne,Yang,ivonne.yang@gmail.com,7359 North Lake View St. ,El Paso,TX,False,79930,2024-05-03 23:35:20.819551,DL
251,Kasie,Rodriquez,kasie.rodriquez@aol.com,7 North Beech St. ,Ballston Spa,NY,False,12020,2024-05-03 23:35:20.819551,DL
252,Eleni,Gordon,eleni.gordon@hotmail.com,583 W. San Carlos Street ,Richmond Hill,NY,False,11418,2024-05-03 23:35:20.819551,DL
253,Maurice,Norton,maurice.norton@hotmail.com,32 Mayflower Dr. ,Atwater,CA,False,95301,2024-05-03 23:35:20.819551,DL
254,Cristobal,Hutchinson,cristobal.hutchinson@gmail.com,58 Washington Avenue ,Lawndale,CA,False,90260,2024-05-03 23:35:20.819551,DL
255,Flossie,Holder,flossie.holder@msn.com,8459 W. Newport Court ,Massapequa Park,NY,False,11762,2024-05-03 23:35:20.819551,DL
256,Erma,Salinas,erma.salinas@gmail.com,347 Sheffield St. ,Merrick,NY,False,11566,2024-05-03 23:35:20.819551,DL
257,Earl,Stanley,earl.stanley@gmail.com,569 Lake Lane ,Elmhurst,NY,False,11373,2024-05-03 23:35:20.819551,DL
258,Maribel,William,maribel.william@aol.com,65 Magnolia Ave. ,Torrance,CA,False,90505,2024-05-03 23:35:20.819551,DL
259,Johnathan,Velazquez,johnathan.velazquez@hotmail.com,9680 E. Somerset Street ,Pleasanton,CA,False,94566,2024-05-03 23:35:20.819551,DL
260,Rodrick,Shelton,rodrick.shelton@hotmail.com,7157 Addison Street ,Canyon Country,CA,False,91387,2024-05-03 23:35:20.819551,DL
261,Ferne,Kline,ferne.kline@hotmail.com,303 Shady St. ,Fullerton,CA,False,92831,2024-05-03 23:35:20.819551,DL
262,Rubin,Decker,rubin.decker@gmail.com,9875 Shady Ave. ,Buffalo,NY,False,14215,2024-05-03 23:35:20.819551,DL
263,Dortha,Jarvis,dortha.jarvis@yahoo.com,76 Prince Drive ,Oceanside,NY,False,11572,2024-05-03 23:35:20.819551,DL
264,Mariela,Huffman,mariela.huffman@gmail.com,531 Fieldstone Road ,Garden City,NY,False,11530,2024-05-03 23:35:20.819551,DL
265,Mellisa,Farley,mellisa.farley@yahoo.com,21 West Princess St. ,Central Islip,NY,False,11722,2024-05-03 23:35:20.819551,DL
266,Myung,Hooper,myung.hooper@gmail.com,951 Mill Road ,Elmont,NY,False,11003,2024-05-03 23:35:20.819551,DL
267,Angelina,Lloyd,angelina.lloyd@yahoo.com,9593 North Sherman Dr. ,Apple Valley,CA,False,92307,2024-05-03 23:35:20.819551,DL
268,Trinity,Riddle,trinity.riddle@aol.com,23 Oakland Lane ,Ballston Spa,NY,False,12020,2024-05-03 23:35:20.819551,DL
269,Barton,Crosby,barton.crosby@msn.com,896 Edgewater St. ,Bellmore,NY,False,11710,2024-05-03 23:35:20.819551,DL
270,Claudio,Wise,claudio.wise@hotmail.com,810 Oxford Ave. ,Kingston,NY,False,12401,2024-05-03 23:35:20.819551,DL
271,Katheleen,Marks,katheleen.marks@yahoo.com,69 North Tower St. ,Longview,TX,False,75604,2024-05-03 23:35:20.819551,DL
272,Deja,Chaney,deja.chaney@hotmail.com,52 Woodside Ave. ,Jamaica,NY,False,11432,2024-05-03 23:35:20.819551,DL
273,Queenie,Vance,queenie.vance@gmail.com,172 Arcadia Ave. ,Ozone Park,NY,False,11417,2024-05-03 23:35:20.819551,DL
274,Josh,Shaw,josh.shaw@gmail.com,212 North Leeton Ridge Street ,Hopewell Junction,NY,False,12533,2024-05-03 23:35:20.819551,DL
275,Pinkie,Kirkland,pinkie.kirkland@yahoo.com,18 Myers St. ,San Angelo,TX,False,76901,2024-05-03 23:35:20.819551,DL
276,Lavette,Wright,lavette.wright@msn.com,6 Windsor Street ,Ronkonkoma,NY,False,11779,2024-05-03 23:35:20.819551,DL
277,Mark,Garrett,mark.garrett@msn.com,285 Rosewood Dr. ,Monroe,NY,False,10950,2024-05-03 23:35:20.819551,DL
278,Myesha,Burgess,myesha.burgess@gmail.com,306 Trenton Rd. ,Campbell,CA,False,95008,2024-05-03 23:35:20.819551,DL
279,Justina,Long,justina.long@aol.com,39 Littleton Ave. ,South El Monte,CA,False,91733,2024-05-03 23:35:20.819551,DL
280,Brenda,Tate,brenda.tate@msn.com,36 Hilltop Street ,San Angelo,TX,False,76901,2024-05-03 23:35:20.819551,DL
281,Rayna,Perry,rayna.perry@hotmail.com,7238 Oakland St. ,Ozone Park,NY,False,11417,2024-05-03 23:35:20.819551,DL
282,Randolph,Chase,randolph.chase@yahoo.com,828 Bridle Ave. ,San Lorenzo,CA,False,94580,2024-05-03 23:35:20.819551,DL
283,Jaimee,Day,jaimee.day@aol.com,7534 Whitemarsh Ave. ,Poughkeepsie,NY,False,12601,2024-05-03 23:35:20.819551,DL
284,Susann,Bass,susann.bass@msn.com,21 Old Rock Maple Ave. ,Commack,NY,False,11725,2024-05-03 23:35:20.819551,DL
285,Leola,Gould,leola.gould@gmail.com,8 Kirkland St. ,Astoria,NY,False,11102,2024-05-03 23:35:20.819551,DL
286,Virgil,Frost,virgil.frost@gmail.com,9798 Beacon St. ,Levittown,NY,False,11756,2024-05-03 23:35:20.819551,DL
287,Mireille,Puckett,mireille.puckett@hotmail.com,378 Purple Finch Drive ,Oxnard,CA,False,93035,2024-05-03 23:35:20.819551,DL
288,Keturah,Massey,keturah.massey@msn.com,189 Arnold Drive ,Banning,CA,False,92220,2024-05-03 23:35:20.819551,DL
289,Charmain,Webster,charmain.webster@hotmail.com,36 East Stonybrook Rd. ,Richardson,TX,False,75080,2024-05-03 23:35:20.819551,DL
290,Barry,Buckner,barry.buckner@gmail.com,8779 High Noon Rd. ,Centereach,NY,False,11720,2024-05-03 23:35:20.819551,DL
291,Boyce,Burks,boyce.burks@gmail.com,879 Harvey Dr. ,Sunnyside,NY,False,11104,2024-05-03 23:35:20.819551,DL
292,Monty,Frost,monty.frost@aol.com,76 Foxrun Dr. ,Hempstead,NY,False,11550,2024-05-03 23:35:20.819551,DL
293,Tiny,French,tiny.french@hotmail.com,7163 Hall St. ,Plainview,NY,False,11803,2024-05-03 23:35:20.819551,DL
294,Clementina,Sargent,clementina.sargent@hotmail.com,9853 Catherine Road ,Rome,NY,False,13440,2024-05-03 23:35:20.819551,DL
295,Danny,Kim,danny.kim@msn.com,74 Essex Drive ,South Ozone Park,NY,False,11420,2024-05-03 23:35:20.819551,DL
296,Sophia,Mcmillan,sophia.mcmillan@msn.com,8541 S. Pleasant Street ,Uniondale,NY,False,11553,2024-05-03 23:35:20.819551,DL
297,Christia,Carson,christia.carson@gmail.com,220 Orchard Street ,Helotes,TX,False,78023,2024-05-03 23:35:20.819551,DL
298,Jennie,Middleton,jennie.middleton@gmail.com,95 High Noon Dr. ,Upland,CA,False,91784,2024-05-03 23:35:20.819551,DL
299,Jame,Riggs,jame.riggs@hotmail.com,9237 Hudson Drive ,Bay Shore,NY,False,11706,2024-05-03 23:35:20.819551,DL
300,Rayford,Simon,rayford.simon@msn.com,998 Whitemarsh Road ,Mountain View,CA,False,94043,2024-05-03 23:35:20.819551,DL
301,Annett,Garrett,annett.garrett@yahoo.com,19 Euclid Lane ,Scarsdale,NY,False,10583,2024-05-03 23:35:20.819551,DL
302,Hayden,Cross,hayden.cross@gmail.com,90 Pumpkin Hill St. ,Apple Valley,CA,False,92307,2024-05-03 23:35:20.819551,DL
303,Rolanda,Larsen,rolanda.larsen@yahoo.com,5 West University Court ,Woodhaven,NY,False,11421,2024-05-03 23:35:20.819551,DL
304,Jayme,Zamora,jayme.zamora@gmail.com,2 Ridge Lane ,Springfield Gardens,NY,False,11413,2024-05-03 23:35:20.819551,DL
305,Hope,Cotton,hope.cotton@aol.com,9092 Blue Spring Dr. ,Redondo Beach,CA,False,90278,2024-05-03 23:35:20.819551,DL
306,Vikki,Erickson,vikki.erickson@yahoo.com,24 Jones Street ,Kingston,NY,False,12401,2024-05-03 23:35:20.819551,DL
307,Fransisca,Nicholson,fransisca.nicholson@aol.com,945 Schoolhouse Street ,Glendora,CA,False,91740,2024-05-03 23:35:20.819551,DL
308,Mazie,Fernandez,mazie.fernandez@hotmail.com,583 Harvard Ave. ,Webster,NY,False,14580,2024-05-03 23:35:20.819551,DL
309,Anderson,Martin,anderson.martin@hotmail.com,9051 Hillside Dr. ,Canandaigua,NY,False,14424,2024-05-03 23:35:20.819551,DL
310,Gilberto,Parsons,gilberto.parsons@gmail.com,8115 North Edgewater Drive ,Middle Village,NY,False,11379,2024-05-03 23:35:20.819551,DL
311,Charise,Burt,charise.burt@aol.com,582 Creek St. ,Fresno,CA,False,93706,2024-05-03 23:35:20.819551,DL
312,Cameron,Carroll,cameron.carroll@yahoo.com,9133 South Halifax Ave. ,Longview,TX,False,75604,2024-05-03 23:35:20.819551,DL
313,Melani,Jarvis,melani.jarvis@hotmail.com,8 Tunnel St. ,Maspeth,NY,False,11378,2024-05-03 23:35:20.819551,DL
314,Javier,Nichols,javier.nichols@msn.com,8944 Marconi St. ,Rowlett,TX,True,75088,2024-05-03 23:35:20.819551,DL
315,Justina,Jenkins,justina.jenkins@yahoo.com,8236 Creek St. ,Baldwin,NY,True,11510,2024-05-03 23:35:20.819551,DL
316,Hortencia,Graham,hortencia.graham@aol.com,7764 Greenrose Street ,Euless,TX,False,76039,2024-05-03 23:35:20.819551,DL
317,Christia,Wilkins,christia.wilkins@msn.com,7062 Willow Court ,Woodside,NY,False,11377,2024-05-03 23:35:20.819551,DL
318,Eliz,Whitney,eliz.whitney@msn.com,523 Crescent Court ,Fullerton,CA,False,92831,2024-05-03 23:35:20.819551,DL
319,Justin,Newton,justin.newton@hotmail.com,93 Shore Rd. ,Apple Valley,CA,False,92307,2024-05-03 23:35:20.819551,DL
320,Aron,Wiggins,aron.wiggins@aol.com,6 Bradford St. ,Oceanside,NY,False,11572,2024-05-03 23:35:20.819551,DL
321,Chere,Hardin,chere.hardin@yahoo.com,763 Fulton Road ,Brooklyn,NY,False,11201,2024-05-03 23:35:20.819551,DL
322,Merideth,Preston,merideth.preston@yahoo.com,794 Rockaway St. ,Poughkeepsie,NY,False,12601,2024-05-03 23:35:20.819551,DL
323,Jeniffer,Slater,jeniffer.slater@aol.com,30 Old Orange Lane ,Schenectady,NY,False,12302,2024-05-03 23:35:20.819551,DL
324,Laureen,Paul,laureen.paul@yahoo.com,617 Squaw Creek Rd. ,Bellmore,NY,False,11710,2024-05-03 23:35:20.819551,DL
325,Berna,Moore,berna.moore@hotmail.com,7230 Lafayette Drive ,Bronx,NY,False,10451,2024-05-03 23:35:20.819551,DL
326,Shiela,Calderon,shiela.calderon@msn.com,844 Albany St. ,Rocklin,CA,False,95677,2024-05-03 23:35:20.819551,DL
327,Sharie,Alvarez,sharie.alvarez@msn.com,987 West Leatherwood Dr. ,New York,NY,False,10002,2024-05-03 23:35:20.819551,DL
328,Bettie,Glover,bettie.glover@gmail.com,9083 Addison Dr. ,Euless,TX,False,76039,2024-05-03 23:35:20.819551,DL
329,Marilyn,Frank,marilyn.frank@aol.com,8878 Branch Street ,Port Chester,NY,False,10573,2024-05-03 23:35:20.819551,DL
330,Sheba,Knapp,sheba.knapp@aol.com,86 Gates Street ,Woodside,NY,False,11377,2024-05-03 23:35:20.819551,DL
331,Aleta,Mack,aleta.mack@yahoo.com,8869 W. Edgemont Lane ,Bay Shore,NY,False,11706,2024-05-03 23:35:20.819551,DL
332,Reena,Higgins,reena.higgins@gmail.com,900 South Columbia Street ,Canyon Country,CA,False,91387,2024-05-03 23:35:20.819551,DL
333,Ami,Mcmahon,ami.mcmahon@aol.com,566 Hilldale Drive ,Sunnyside,NY,False,11104,2024-05-03 23:35:20.819551,DL
334,Somer,Jordan,somer.jordan@msn.com,7046 Helen Avenue ,Huntington Station,NY,False,11746,2024-05-03 23:35:20.819551,DL
335,Scarlet,Reed,scarlet.reed@hotmail.com,151 S. Myers Court ,Bronx,NY,False,10451,2024-05-03 23:35:20.819551,DL
336,Trisha,Johnson,trisha.johnson@msn.com,59 Wild Horse St. ,Lancaster,NY,False,14086,2024-05-03 23:35:20.819551,DL
337,Majorie,Wyatt,majorie.wyatt@yahoo.com,8507 Miller St. ,South Ozone Park,NY,False,11420,2024-05-03 23:35:20.819551,DL
338,Abbey,Pugh,abbey.pugh@gmail.com,26 Market Drive ,Forest Hills,NY,False,11375,2024-05-03 23:35:20.819551,DL
339,Tamela,Harrell,tamela.harrell@aol.com,7316 Cypress Rd. ,Central Islip,NY,False,11722,2024-05-03 23:35:20.819551,DL
340,Yanira,Bradshaw,yanira.bradshaw@gmail.com,7484 Ann Court ,Smithtown,NY,False,11787,2024-05-03 23:35:20.819551,DL
341,Delana,Scott,delana.scott@yahoo.com,7372 Ridgeview St. ,Mount Vernon,NY,False,10550,2024-05-03 23:35:20.819551,DL
342,Cassondra,Pruitt,cassondra.pruitt@aol.com,4 Alderwood Circle ,Merrick,NY,False,11566,2024-05-03 23:35:20.819551,DL
343,Jesica,Fields,jesica.fields@yahoo.com,318 Country Dr. ,Commack,NY,False,11725,2024-05-03 23:35:20.819551,DL
344,Herta,Rollins,herta.rollins@msn.com,287 1st Drive ,Mountain View,CA,False,94043,2024-05-03 23:35:20.819551,DL
345,Mi,Gray,mi.gray@aol.com,27 Roehampton Dr. ,Albany,NY,False,12203,2024-05-03 23:35:20.819551,DL
346,Jacalyn,Barnett,jacalyn.barnett@gmail.com,7537 Swanson Street ,Maspeth,NY,False,11378,2024-05-03 23:35:20.819551,DL
347,Kanesha,Hudson,kanesha.hudson@gmail.com,8293 Gartner Drive ,Oakland,CA,False,94603,2024-05-03 23:35:20.819551,DL
348,Darren,Witt,darren.witt@aol.com,916 Hillcrest Ave. ,Coachella,CA,False,92236,2024-05-03 23:35:20.819551,DL
349,Mable,Pratt,mable.pratt@gmail.com,254 SW. Temple Street ,Coachella,CA,False,92236,2024-05-03 23:35:20.819551,DL
350,Christoper,Mccall,christoper.mccall@msn.com,72 Summit St. ,Bay Shore,NY,False,11706,2024-05-03 23:35:20.819551,DL
351,Margorie,Wynn,margorie.wynn@gmail.com,707 Schoolhouse St. ,Monsey,NY,False,10952,2024-05-03 23:35:20.819551,DL
352,Josef,Greer,josef.greer@gmail.com,92 Summer Court ,Jamaica,NY,False,11432,2024-05-03 23:35:20.819551,DL
353,Tisa,Whitney,tisa.whitney@yahoo.com,549 Newbridge Dr. ,Monsey,NY,False,10952,2024-05-03 23:35:20.819551,DL
354,Tonda,Armstrong,tonda.armstrong@aol.com,19 Forest Rd. ,Sunnyside,NY,False,11104,2024-05-03 23:35:20.819551,DL
355,Arvilla,Weiss,arvilla.weiss@msn.com,477 Blue Spring St. ,Bay Shore,NY,False,11706,2024-05-03 23:35:20.819551,DL
356,Vashti,Rosario,vashti.rosario@yahoo.com,623 Johnson Circle ,Bronx,NY,False,10451,2024-05-03 23:35:20.819551,DL
357,Sheri,Cole,sheri.cole@aol.com,479 Chapel Court ,San Jose,CA,False,95127,2024-05-03 23:35:20.819551,DL
358,Kandace,Giles,kandace.giles@msn.com,30 NE. Walt Whitman Drive ,Wantagh,NY,False,11793,2024-05-03 23:35:20.819551,DL
359,Angie,Powers,angie.powers@aol.com,6 Rockland Dr. ,Pomona,CA,False,91768,2024-05-03 23:35:20.819551,DL
360,Van,Peters,van.peters@yahoo.com,45 Fifth Dr. ,Houston,TX,False,77016,2024-05-03 23:35:20.819551,DL
361,Virgina,Berg,virgina.berg@yahoo.com,804 South Purple Finch Drive ,Valley Stream,NY,False,11580,2024-05-03 23:35:20.819551,DL
362,Olevia,Noel,olevia.noel@yahoo.com,39 N. Rosewood Dr. ,Kingston,NY,False,12401,2024-05-03 23:35:20.819551,DL
363,Kaci,Gallegos,kaci.gallegos@gmail.com,8573 Halifax St. ,Ballston Spa,NY,False,12020,2024-05-03 23:35:20.819551,DL
364,Bev,Chang,bev.chang@yahoo.com,104 Rockville St. ,Ithaca,NY,False,14850,2024-05-03 23:35:20.819551,DL
365,Rodger,Rojas,rodger.rojas@yahoo.com,8442 Cooper Ave. ,Bayside,NY,False,11361,2024-05-03 23:35:20.819551,DL
366,Lavonne,Anderson,lavonne.anderson@aol.com,9420 Wintergreen Court ,Floral Park,NY,False,11001,2024-05-03 23:35:20.819551,DL
367,Blanca,Hooper,blanca.hooper@msn.com,340 Bald Hill St. ,Ozone Park,NY,False,11417,2024-05-03 23:35:20.819551,DL
368,Alysha,Powers,alysha.powers@msn.com,39 West Marshall Ave. ,Forest Hills,NY,False,11375,2024-05-03 23:35:20.819551,DL
369,Mary,Singleton,mary.singleton@hotmail.com,474 Amerige Ave. ,Woodside,NY,False,11377,2024-05-03 23:35:20.819551,DL
370,Jina,Cooper,jina.cooper@aol.com,8947 W. Lexington Rd. ,Howard Beach,NY,False,11414,2024-05-03 23:35:20.819551,DL
371,Loni,Duncan,loni.duncan@gmail.com,80 Saxton Lane ,Rosedale,NY,False,11422,2024-05-03 23:35:20.819551,DL
372,Collene,Roman,collene.roman@aol.com,30 North Argyle Dr. ,Wappingers Falls,NY,False,12590,2024-05-03 23:35:20.819551,DL
373,Mariette,Trevino,mariette.trevino@aol.com,4 Border Court ,Utica,NY,False,13501,2024-05-03 23:35:20.819551,DL
374,Candelaria,Coffey,candelaria.coffey@aol.com,45 Newport Lane ,Merrick,NY,False,11566,2024-05-03 23:35:20.819551,DL
375,Yan,Trevino,yan.trevino@gmail.com,796 Jefferson Rd. ,Uniondale,NY,False,11553,2024-05-03 23:35:20.819551,DL
376,Elanor,Patrick,elanor.patrick@aol.com,51 Howard Ave. ,Victoria,TX,False,77904,2024-05-03 23:35:20.819551,DL
377,Klara,Mosley,klara.mosley@gmail.com,518 Devon Court ,Port Chester,NY,False,10573,2024-05-03 23:35:20.819551,DL
378,Rosalba,O'neal,rosalba.o'neal@yahoo.com,7517 Pennsylvania St. ,Mount Vernon,NY,False,10550,2024-05-03 23:35:20.819551,DL
379,Mina,Carrillo,mina.carrillo@aol.com,8659 Trenton Lane ,Uniondale,NY,False,11553,2024-05-03 23:35:20.819551,DL
380,Alesia,Horne,alesia.horne@aol.com,9229 Amherst Lane ,Selden,NY,False,11784,2024-05-03 23:35:20.819551,DL
381,Kristen,Alvarez,kristen.alvarez@aol.com,9778 North River St. ,Bronx,NY,False,10451,2024-05-03 23:35:20.819551,DL
382,Collin,Webster,collin.webster@aol.com,475 Cottage Rd. ,Howard Beach,NY,False,11414,2024-05-03 23:35:20.819551,DL
383,Ashlee,Pena,ashlee.pena@aol.com,966 Highland St. ,Whitestone,NY,False,11357,2024-05-03 23:35:20.819551,DL
384,Aimee,Merritt,aimee.merritt@yahoo.com,537 East Meadowbrook St. ,Flushing,NY,False,11354,2024-05-03 23:35:20.819551,DL
385,Rochelle,Ward,rochelle.ward@yahoo.com,7855 La Sierra Street ,Glendora,CA,False,91740,2024-05-03 23:35:20.819551,DL
386,Nelle,Beck,nelle.beck@aol.com,8998 Wakehurst Drive ,Upland,CA,False,91784,2024-05-03 23:35:20.819551,DL
387,Kaila,Walters,kaila.walters@msn.com,57 Gates Drive ,Elmhurst,NY,False,11373,2024-05-03 23:35:20.819551,DL
388,Aleta,Stone,aleta.stone@aol.com,8 Elm Dr. ,Whitestone,NY,False,11357,2024-05-03 23:35:20.819551,DL
389,Leif,Short,leif.short@gmail.com,962 Carpenter Ave. ,San Angelo,TX,False,76901,2024-05-03 23:35:20.819551,DL
390,Lorrie,Pollard,lorrie.pollard@yahoo.com,7834 Shore Ave. ,Ronkonkoma,NY,False,11779,2024-05-03 23:35:20.819551,DL
391,Vernita,Ball,vernita.ball@gmail.com,126 Arnold Dr. ,Los Banos,CA,False,93635,2024-05-03 23:35:20.819551,DL
392,Cyndi,Bush,cyndi.bush@gmail.com,18 Smoky Hollow Drive ,Elmhurst,NY,False,11373,2024-05-03 23:35:20.819551,DL
393,Gertrude,Terry,gertrude.terry@hotmail.com,34 Airport Dr. ,Upland,CA,False,91784,2024-05-03 23:35:20.819551,DL
394,Virgen,Clemons,virgen.clemons@gmail.com,354 Cactus Drive ,South El Monte,CA,False,91733,2024-05-03 23:35:20.819551,DL
395,Fairy,Robinson,fairy.robinson@msn.com,8837 Joy Ridge St. ,Liverpool,NY,False,13090,2024-05-03 23:35:20.819551,DL
396,Laverna,Hernandez,laverna.hernandez@hotmail.com,34 South Longfellow St. ,Niagara Falls,NY,False,14304,2024-05-03 23:35:20.819551,DL
397,Jeannie,Wilcox,jeannie.wilcox@yahoo.com,7744 Miles Dr. ,Franklin Square,NY,False,11010,2024-05-03 23:35:20.819551,DL
